股票代码,股票名称,最新价格,市盈率(PE)
000859,国风新材,6.47,-72.34
600375,汉马科技,7.87,227.5
002903,宇环数控,20.85,613.22
002596,海南瑞泽,4.16,-35.09
603893,瑞芯微,189.71,75.17
300140,节能环境,6.02,17.12
002404,嘉欣丝绸,6.47,16.01
300823,建科智能,15.73,218.41
920810,春光智能,15.29,122.68
002676,顺威股份,9.3,59.19
301178,天亿马,68.89,380.05
920058,华洋赛车,36.72,28.03
688079,美迪凯,13.0,-52.45
688058,宝兰德,34.8,-19.96
600933,爱柯迪,22.25,20.0
603701,德宏股份,19.95,262.16
300551,古鳌科技,12.08,-18.11
300177,中海达,9.33,-146.55
301233,盛帮股份,54.2,31.77
603283,赛腾股份,45.3,51.51
300987,川网传媒,17.3,547.63
002400,省广集团,7.95,113.89
000510,新金路,5.61,-27.14
002622,皓宸医疗,3.26,-57.65
002248,华东数控,10.72,106.92
300583,赛托生物,14.94,-26.9
002979,雷赛智能,42.88,56.63
300051,琏升科技,6.56,-24.33
002130,沃尔核材,28.65,32.34
300824,北鼎股份,11.73,34.28
688186,广大特材,25.74,19.5
002616,长青集团,6.08,20.74
300213,佳讯飞鸿,8.91,-225.81
600710,苏美达,10.3,10.42
603105,芯能科技,9.37,22.24
002830,名雕股份,17.31,150.22
603999,读者传媒,6.56,48.94
605388,均瑶健康,7.5,301.61
600400,红豆股份,2.81,-29.53
301331,恩威医药,31.34,42.05
300345,华民股份,6.56,-23.53
301378,通达海,29.53,-32.4
603022,新通联,10.35,47.77
920062,科润智控,11.29,46.66
600345,长江通信,27.27,-879.22
002269,美邦服饰,2.35,297.29
688728,格科微,16.0,699.04
002152,广电运通,12.69,33.82
688266,泽璟制药-U,105.18,-191.21
002421,达实智能,3.3,-39.42
688334,西高院,21.16,25.44
000430,ST张家界,7.53,-45.81
300173,福能东方,5.64,-220.53
300421,力星股份,21.18,82.91
301212,联盛化学,26.33,78.89
000953,河化股份,7.57,361.05
002536,飞龙股份,23.2,34.88
300554,三超新材,27.47,-123.06
300994,久祺股份,18.41,24.63
002272,川润股份,16.11,-165.7
300243,瑞丰高材,10.89,126.2
002406,远东传动,7.58,50.6
002546,新联电子,6.16,7.2
300449,汉邦高科,7.1,-48.04
920060,万源通,32.85,38.55
688095,福昕软件,71.9,-673.67
300344,ST立方,4.28,-34.42
688047,龙芯中科,137.8,-93.83
603176,汇通集团,6.21,60.56
600191,华资实业,7.65,421.95
605155,西大门,15.27,26.17
002399,海普瑞,11.94,20.77
688293,奥浦迈,57.73,87.5
300044,ST赛为,4.3,-63.51
688288,鸿泉物联,28.28,42.21
001223,欧克科技,49.79,33.64
300549,优德精密,19.22,277.59
003006,百亚股份,23.05,30.37
605305,中际联合,36.96,14.99
600396,华电辽能,3.36,28.74
003004,*ST声迅,19.7,-78.75
300289,利德曼,7.7,-493.37
300845,捷安高科,11.1,1316.42
920046,亿能电力,14.47,76.53
688553,汇宇制药-W,21.65,-56.81
300034,钢研高纳,16.38,102.3
000815,美利云,12.04,210.49
688318,财富趋势,143.35,171.52
600379,宝光股份,12.51,55.5
600203,福日电子,13.5,181.24
002949,华阳国际,15.42,43.2
301580,爱迪特,44.4,25.7
300605,恒锋信息,15.42,515.61
688609,九联科技,9.63,-19.55
300217,东方电热,5.3,43.04
605118,力鼎光电,28.06,44.67
600843,上工申贝,13.09,-67.13
300558,贝达药业,58.51,87.98
000785,居然智家,2.9,27.5
002614,奥佳华,6.78,78.19
000798,中水渔业,8.21,17.4
300012,华测检测,14.53,26.16
688613,奥精医疗,23.75,204.0
301285,鸿日达,49.34,-713.91
605183,确成股份,19.81,14.92
603018,华设集团,7.76,26.26
600983,惠而浦,10.66,18.94
603070,万控智造,13.58,61.42
002733,雄韬股份,20.34,43.38
920016,中草香料,21.85,89.68
002056,横店东磁,20.41,16.27
300997,欢乐家,16.99,200.31
600733,北汽蓝谷,7.78,-9.39
300912,凯龙高科,17.54,-94.21
300770,新媒股份,47.73,15.72
603132,金徽股份,14.07,27.18
920179,凯德石英,36.95,80.18
300771,智莱科技,12.66,60.2
301276,嘉曼服饰,21.37,21.62
688652,京仪装备,88.0,82.13
002029,七 匹 狼,9.72,21.35
301219,腾远钴业,66.56,20.91
600105,永鼎股份,14.09,46.95
002436,兴森科技,19.89,586.25
002583,海能达,11.19,108.73
002099,海翔药业,5.86,336.52
002347,泰尔股份,7.32,-95.29
002381,双箭股份,6.85,32.1
002063,远光软件,6.36,80.31
002589,瑞康医药,2.93,121.34
000532,华金资本,14.16,67.26
688395,正弦电气,25.4,50.27
300050,世纪鼎利,5.85,184.16
003043,华亚智能,49.87,125.41
920066,科拜尔,28.77,67.7
301138,华研精机,34.65,44.07
600226,亨通股份,4.4,51.55
688582,芯动联科,66.56,86.42
688515,裕太微-U,108.99,-41.84
001380,华纬科技,27.05,28.85
301103,何氏眼科,21.15,37.7
603815,交建股份,12.75,35.06
300903,科翔股份,12.77,-42.68
688659,元琛科技,10.81,98.1
002037,保利联合,10.78,-43.48
300758,七彩化学,13.75,57.06
002371,北方华创,408.49,46.1
600657,信达地产,3.93,-1.52
688192,迪哲医药-U,64.08,-39.01
688133,泰坦科技,24.21,203.84
002492,恒基达鑫,7.89,35.95
600467,好当家,2.46,72.98
002823,凯中精密,16.74,24.3
600130,*ST波导,3.94,374.37
300027,华谊兄弟,2.46,-45.85
600248,陕建股份,3.95,7.02
300988,津荣天宇,23.15,26.79
002636,金安国纪,13.33,68.84
300278,华昌达,5.42,1461.22
300840,酷特智能,18.74,88.81
300518,新迅达,12.9,-94.78
601800,中国交建,8.91,7.58
920729,永顺生物,9.89,68.54
603116,红蜻蜓,5.94,-74.49
601890,亚星锚链,9.92,41.54
001395,亚联机械,47.6,21.11
603501,豪威集团,129.82,38.61
001230,劲旅环境,22.83,19.47
300220,金运激光,15.45,924.65
300835,龙磁科技,60.62,42.4
688556,高测股份,11.93,-55.96
002953,日丰股份,12.97,26.34
300005,探路者,8.48,186.47
603633,徕木股份,10.47,68.96
002603,以岭药业,17.43,21.78
002228,合兴包装,3.49,18.38
920639,晨光电缆,8.46,39.76
688581,安杰思,66.56,21.42
600816,建元信托,2.99,365.29
300150,世纪瑞尔,5.97,42.06
600988,赤峰黄金,29.47,25.3
688671,碧兴物联,22.49,-36.92
300048,合康新能,6.51,51.57
603836,海程邦达,14.54,83.28
002396,星网锐捷,27.49,35.06
300960,通业科技,26.47,101.24
300735,光弘科技,28.47,109.97
688146,中船特气,40.03,59.58
688229,博睿数据,58.98,-49.99
002284,亚太股份,12.99,23.93
002872,ST天圣,5.02,-21.74
688181,八亿时空,35.1,76.45
300142,沃森生物,11.58,214.55
603321,梅轮电梯,8.06,79.53
300067,安诺其,4.52,-143.17
002090,金智科技,11.55,73.61
002528,ST英飞拓,3.02,-188.1
002655,共达电声,12.56,52.48
600558,大西洋,5.52,27.58
000419,通程控股,6.03,19.68
688355,明志科技,20.13,28.61
002790,瑞尔特,8.06,32.59
688372,伟测科技,78.69,57.98
002178,延华智能,6.56,433.85
300958,建工修复,13.63,-30.55
301558,三态股份,8.59,145.69
600790,轻纺城,4.04,17.75
000828,东莞控股,12.13,11.84
603733,仙鹤股份,22.21,16.56
300727,润禾材料,36.79,57.29
002419,天虹股份,5.56,21.13
600084,中信尼雅,5.59,4677.24
002354,天娱数科,6.6,231.16
600682,南京新百,7.61,30.77
300991,创益通,40.19,-3554.15
002302,西部建设,7.11,-46.61
300953,震裕科技,169.65,69.63
000159,国际实业,6.08,58.99
002022,科华生物,6.59,-12.7
688669,聚石化学,22.8,481.28
601615,明阳智能,15.23,28.36
002093,国脉科技,11.18,37.2
002858,力盛体育,15.25,81.57
300534,陇神戎发,10.17,55.18
301395,仁信新材,11.14,55.91
002299,圣农发展,16.86,13.56
603120,肯特催化,40.35,46.35
000612,焦作万方,9.2,10.23
300292,吴通控股,4.59,50.54
001308,康冠科技,22.44,20.54
688220,翱捷科技-U,94.5,-80.54
300967,晓鸣股份,20.91,10.62
002995,天地在线,17.34,-46.01
300737,科顺股份,5.13,60.63
002290,禾盛新材,39.46,50.46
600643,爱建集团,5.63,31.96
603877,太平鸟,14.33,43.43
002551,尚荣医疗,4.1,-223.41
000551,创元科技,11.29,16.97
002601,龙佰集团,19.51,16.8
688326,经纬恒润-W,115.12,-79.4
002132,恒星科技,4.11,134.74
605507,国邦医药,22.55,14.1
600963,岳阳林纸,4.62,28.77
300261,雅本化学,7.19,-399.51
920523,德瑞锂电,28.68,19.63
603226,菲林格尔,43.55,-287.45
301397,溯联股份,37.05,42.56
002827,高争民爆,39.16,78.39
601168,西部矿业,22.68,14.46
301185,鸥玛软件,19.07,40.44
002810,山东赫达,12.9,19.85
300843,胜蓝股份,49.49,48.22
002855,捷荣技术,16.99,-10.62
601121,宝地矿业,7.22,46.89
300612,宣亚国际,13.91,-141.52
605117,德业股份,74.38,22.18
301262,海看股份,23.82,21.43
603489,八方股份,24.88,90.66
300828,锐新科技,16.04,65.65
603787,新日股份,12.44,23.54
300649,杭州园林,16.55,-127.9
688261,东微半导,73.6,163.54
688496,清越科技,8.82,-64.51
920171,志晟信息,24.84,500.51
603217,元利科技,24.83,24.02
600325,华发股份,5.17,41.38
920344,三元基因,25.9,-243.98
601005,重庆钢铁,1.55,-52.36
688295,中复神鹰,26.38,995.07
920237,力佳科技,25.83,54.74
002357,富临运业,9.9,13.48
002329,皇氏集团,3.64,-262.69
002122,汇洲智能,3.64,191.84
300593,新雷能,19.79,-56.42
600851,海欣股份,6.76,37.95
688558,国盛智科,30.16,24.26
002701,奥瑞金,6.23,8.83
002671,龙泉股份,5.19,39.15
600711,盛屯矿业,10.38,15.24
300429,强力新材,13.55,-212.55
605001,威奥股份,7.8,34.83
600992,贵绳股份,14.05,-44.51
688116,天奈科技,54.12,84.95
603810,丰山集团,17.18,46.84
301318,维海德,30.13,30.86
000936,华西股份,7.3,19.48
301286,侨源股份,27.58,46.99
300989,蕾奥规划,16.68,209.67
600517,国网英大,5.75,14.34
002414,高德红外,12.54,148.0
301070,开勒股份,59.48,186.12
605336,帅丰电器,15.67,435.74
002824,和胜股份,18.84,67.09
300088,长信科技,6.27,36.0
002441,众业达,9.4,19.64
002088,鲁阳节能,12.0,40.18
002082,万邦德,15.65,355.52
002360,同德化工,5.24,94.9
600784,鲁银投资,6.79,17.75
600108,亚盛集团,3.13,108.81
300936,中英科技,37.08,-175.27
003003,天元股份,12.57,35.33
301216,万凯新材,19.35,98.52
301106,骏成科技,29.96,28.1
688137,近岸蛋白,41.57,-60.21
300337,银邦股份,9.98,90.37
603719,良品铺子,12.59,-26.98
920006,晟楠科技,27.85,119.75
603717,天域生物,8.93,119.75
688503,聚和材料,60.9,40.79
003039,顺控发展,13.66,34.51
300561,*ST汇科,15.76,707.17
000034,神州数码,38.92,32.87
603879,永悦科技,6.31,-183.61
300299,富春股份,6.29,-223.69
600724,宁波富达,5.28,32.91
300306,远方信息,12.66,50.51
300242,佳云科技,4.23,-45.62
301130,西点药业,31.15,47.76
002815,崇达技术,13.74,37.76
300074,华平股份,4.75,-35.35
002283,天润工业,6.35,18.37
603385,惠达卫浴,6.86,72.65
002498,汉缆股份,3.7,21.36
001216,华瓷股份,15.84,16.65
300102,乾照光电,11.62,77.23
001231,农心科技,21.16,22.61
603860,中公高科,31.2,-3138.95
000967,盈峰环境,6.86,28.4
002897,意华股份,43.32,26.0
001387,雪祺电气,13.75,35.96
002451,摩恩电气,6.89,265.82
688589,力合微,24.46,71.54
300225,*ST金泰,5.31,144.95
688583,思看科技,88.8,72.67
601058,赛轮轮胎,14.33,12.87
600125,铁龙物流,6.36,10.97
600505,西昌电力,13.78,774.9
688125,安达智能,56.13,-39.44
300589,江龙船艇,12.74,-175.03
301366,一博科技,37.25,1015.89
002625,光启技术,46.78,130.64
000766,通化金马,24.97,718.08
688287,*ST观典,4.78,-16.64
605016,百龙创园,19.24,22.9
603182,嘉华股份,14.44,19.07
000690,宝新能源,4.8,9.35
603687,大胜达,9.08,42.22
002418,康盛股份,4.27,271.0
002030,达安基因,6.41,-24.69
002853,皮阿诺,12.28,-89.3
688489,三未信安,50.24,-98.49
688187,时代电气,56.58,22.98
601022,宁波远洋,10.66,18.47
603126,中材节能,6.94,-103.62
301215,中汽股份,6.41,49.92
603968,醋化股份,12.29,481.68
301090,华润材料,7.47,-45.63
600340,华夏幸福,2.13,-0.61
300892,品渥食品,35.18,130.78
000862,银星能源,5.89,16.35
603087,甘李药业,70.89,35.07
603106,恒银科技,10.19,185.27
301488,豪恩汽电,152.69,165.25
600982,宁波能源,4.83,19.21
300655,晶瑞电材,13.93,107.14
603578,三星新材,12.84,-38.3
000068,华控赛格,3.76,-21.32
300810,中科海讯,48.37,-44.14
002348,高乐股份,4.3,-72.86
600594,益佰制药,4.3,-85.55
301502,华阳智能,47.77,80.57
003030,祖名股份,19.28,-132.27
600487,亨通光电,20.99,16.05
000635,英 力 特,8.61,-10.91
300603,立昂技术,10.78,-41.97
600283,钱江水利,9.69,25.68
301329,信音电子,19.95,51.3
601808,中海油服,14.0,17.01
600526,菲达环保,5.38,18.86
002516,旷达科技,5.92,56.71
600834,申通地铁,9.16,79.86
300450,先导智能,55.06,58.25
600875,东方电气,20.52,18.58
603616,韩建河山,5.4,165.7
603379,三美股份,55.42,17.01
002883,中设股份,11.85,-128.18
603077,和邦生物,2.16,184.23
600266,城建发展,5.39,9.2
301550,斯菱股份,117.77,94.71
688588,凌志软件,16.69,29.81
603166,福达股份,16.68,36.86
000931,中 关 村,5.39,52.3
000809,和展能源,3.26,-37.96
002574,明牌珠宝,5.97,-20.31
301182,凯旺科技,37.49,-49.63
301320,豪江智能,17.84,83.09
688768,容知日新,48.79,150.78
002641,公元股份,4.34,59.12
600787,中储股份,5.97,15.61
301222,浙江恒威,29.83,41.52
002662,峰璟股份,3.8,25.45
002079,苏州固锝,10.29,95.38
600901,江苏金租,5.95,11.02
301337,亚华电子,27.64,-305.06
002692,远程股份,5.41,46.3
000892,欢瑞世纪,5.95,-456.44
603956,威派格,6.51,-23.17
000428,华天酒店,3.26,-15.57
000935,四川双马,20.13,59.75
603311,金海高科,11.45,21.95
300426,华智数媒,9.26,-29.73
002675,东诚药业,14.79,68.78
300007,汉威科技,55.31,153.29
688584,上海合晶,23.0,128.16
002428,云南锗业,26.84,395.71
603216,梦天家居,16.4,51.83
603738,泰晶科技,14.8,129.55
001339,智微智能,54.17,78.23
002774,快意电梯,9.88,48.83
000885,城发环境,15.36,8.37
301133,金钟股份,27.43,60.31
300019,硅宝科技,21.31,27.43
301168,通灵股份,38.9,74.55
300747,锐科激光,25.77,99.57
002976,瑞玛精密,24.63,81.08
688523,航天环宇,23.04,135.06
688538,和辉光电-U,2.74,-22.53
000407,胜利股份,3.86,19.21
002412,汉森制药,6.62,24.3
688057,金达莱,12.66,27.49
688566,吉贝尔,32.48,21.69
603708,XD家家悦,10.47,18.27
300640,德艺文创,6.59,149.45
002972,科安达,12.69,30.2
002579,中京电子,11.55,193.48
300580,贝斯特,25.92,41.2
301382,蜂助手,32.49,60.96
300417,南华仪器,13.23,-776.49
300364,中文在线,25.29,-40.69
300645,正元智慧,17.63,-66.86
688030,山石网科,19.77,-23.27
600678,四川金顶,9.35,62.02
601200,上海环境,8.28,16.59
000030,富奥股份,5.51,15.59
001285,瑞立科密,53.34,33.91
688653,康希通信,13.18,-113.1
600976,健民集团,40.49,16.3
002921,联诚精密,15.49,-95.91
002454,松芝股份,8.32,18.44
300194,福安药业,4.43,23.3
000576,甘化科工,10.5,67.79
002757,南兴股份,17.15,42.37
600233,圆通速递,17.16,16.04
603583,捷昌驱动,37.68,26.57
002039,黔源电力,17.75,29.84
300219,鸿利智汇,7.19,163.49
600867,通化东宝,8.85,39.8
600022,山东钢铁,1.66,708.94
603185,弘元绿能,22.12,-25.3
301118,恒光股份,26.67,193.4
688248,南网科技,58.96,95.37
002738,中矿资源,47.22,191.12
603300,海南华铁,7.24,21.19
600392,盛和资源,23.98,55.76
300456,赛微电子,22.81,-12840.94
300408,三环集团,50.59,39.19
688276,百克生物,22.23,-62.49
688660,电气风电,19.48,-46.56
688045,必易微,43.47,-172.21
600965,福成股份,5.02,57.75
002096,易普力,13.36,20.28
300926,博俊科技,31.77,19.58
601279,英利汽车,4.46,-98.4
002206,海 利 得,6.11,11.99
002163,海南发展,11.13,-22.12
688063,派能科技,64.66,570.2
603016,新宏泰,25.22,54.51
000404,长虹华意,7.27,9.83
301398,星源卓镁,49.81,89.0
000655,金岭矿业,10.05,20.35
300614,百川畅银,14.56,-30.52
300785,值得买,33.6,263.21
300198,ST纳川,2.24,-15.07
002328,新朋股份,6.17,28.77
688039,当虹科技,51.42,-462.19
688686,奥普特,131.24,54.94
002160,常铝股份,4.47,87.77
000530,冰山冷热,6.72,35.62
300657,弘信电子,30.2,134.95
002101,广东鸿图,12.87,37.47
600966,博汇纸业,5.05,37.5
920662,方盛股份,30.44,92.03
920491,奥迪威,30.32,42.4
301172,君逸数码,22.56,87.38
920098,科隆新材,30.45,43.43
301370,国科恒泰,10.7,48.33
000717,中南股份,2.81,643.7
002835,同为股份,16.86,22.23
603533,掌阅科技,18.58,-25.46
003035,南网能源,5.05,44.75
002075,沙钢股份,5.61,39.56
301678,新恒汇,79.17,106.6
600280,中央商场,3.37,-216.85
301518,长华化学,34.34,58.52
688272,富吉瑞,24.71,-47.15
301157,华塑科技,47.82,121.14
601828,美凯龙,2.81,-3.22
601099,太平洋,4.49,126.77
688386,泛亚微透,78.21,65.38
002771,真视通,15.8,-44.7
600157,永泰能源,1.7,147.28
002050,三花智控,46.93,46.81
920985,海泰新能,9.06,-11.24
000526,学大教育,44.04,11.68
920371,欧福蛋业,10.73,26.78
300396,迪瑞医疗,13.57,-65.35
002442,龙星科技,6.23,32.43
603338,浙江鼎力,49.78,11.98
600841,动力新科,6.21,-14.33
688459,哈铁科技,10.22,73.23
688722,同益中,18.2,30.75
600307,酒钢宏兴,1.71,-8.25
600869,远东股份,7.41,57.3
001330,博纳影业,6.24,-4.06
002999,天禾股份,6.82,51.47
600818,中路股份,10.25,-198.27
002458,益生股份,8.52,765.76
600252,中恒集团,2.85,168.15
688199,久日新材,24.42,-217.35
600570,恒生电子,31.83,115.75
301516,中远通,17.15,-122.36
300078,思创医惠,3.44,-605.63
002983,芯瑞达,20.61,34.61
600210,紫江企业,7.43,11.92
600968,海油发展,4.01,10.72
301578,辰奕智能,35.97,61.96
688570,天玛智控,19.48,60.67
600615,鑫源智造,12.58,145.01
002555,三七互娱,19.96,15.77
301508,中机认检,31.46,48.62
001229,魅视科技,36.54,95.77
002657,中科金财,32.55,-65.15
002264,新 华 都,6.85,16.75
600310,广西能源,4.02,-41.55
688156,路德环境,19.53,-75.22
600539,狮头股份,10.9,2229.97
689009,九号公司-WD,65.14,18.81
002948,青岛银行,5.17,4.91
000014,沙河股份,22.41,-143.04
002480,新筑股份,6.9,-39.19
688190,云路股份,111.72,39.55
002573,清新环境,4.03,229.28
600814,杭州解百,7.48,18.31
002016,世荣兆业,6.34,167.77
600679,上海凤凰,12.62,67.93
301469,恒达新材,28.23,36.89
603123,翠微股份,12.14,-23.92
600819,耀皮玻璃,8.09,43.79
600439,瑞贝卡,2.89,174.46
000779,甘咨询,9.26,16.17
300397,天和防务,12.17,-54.51
002350,北京科锐,7.51,119.85
920682,球冠电缆,9.81,30.14
600579,中化装备,8.69,-116.71
300203,聚光科技,17.88,-79.44
605128,上海沿浦,41.88,56.68
000020,深华发Ａ,14.53,143.46
688258,卓易信息,61.8,138.0
301020,密封科技,22.64,33.84
301499,维科精密,26.22,79.18
002137,实益达,8.13,151.8
600218,全柴动力,9.29,37.99
920299,灿能电力,17.98,77.75
300365,恒华科技,6.38,315.64
600170,上海建工,2.91,18.21
300230,永利股份,5.25,18.92
000570,苏常柴Ａ,5.84,28.07
600098,广州发展,7.01,7.52
301065,本立科技,23.36,27.73
605006,山东玻纤,7.58,265.31
603797,联泰环保,4.69,16.01
920128,胜业电气,29.86,69.01
002049,紫光国微,81.97,50.33
603273,天元智能,18.69,115.03
000925,众合科技,7.59,-38.48
603729,龙韵股份,16.95,-53.83
605069,正和生态,10.54,46.22
300095,华伍股份,9.37,116.52
300627,华测导航,32.31,38.86
920576,天力复合,29.45,106.41
002986,宇新股份,11.17,98.45
688101,三达膜,16.44,13.98
301555,惠柏新材,30.62,42.54
002796,世嘉科技,18.24,-51.61
000818,航锦科技,21.75,522.97
002719,麦趣尔,9.97,561.27
605189,富春染织,17.66,127.54
002449,国星光电,8.82,111.0
002907,华森制药,17.06,66.03
301227,森鹰窗业,46.35,-173.11
301279,金道科技,22.98,46.55
000825,太钢不锈,4.11,29.79
603519,立霸股份,12.33,21.48
300311,ST任子行,4.72,-22.94
601388,怡球资源,2.95,110.47
600035,楚天高速,4.14,8.27
600327,大东方,4.74,35.52
300566,激智科技,17.75,20.09
300160,秀强股份,5.93,17.34
002392,北京利尔,8.87,22.77
002277,友阿股份,6.5,84.73
603557,ST起步,2.37,-19.89
600318,新力金融,9.44,91.05
301151,冠龙节能,20.67,93.48
605005,合兴股份,18.29,34.33
000070,特发信息,9.46,759.91
600369,西南证券,4.75,37.3
600360,*ST华微,8.35,37.47
002568,百润股份,26.69,35.96
002955,鸿合科技,26.71,70.72
000400,许继电气,25.55,20.53
688320,禾川科技,41.05,-81.22
002838,道恩股份,27.4,77.98
688646,ST逸飞,30.89,80.99
002606,大连电瓷,8.94,42.13
603073,彩蝶实业,17.85,22.94
601100,恒立液压,92.75,43.51
600272,开开实业,13.05,145.23
600865,百大集团,9.49,30.86
603558,健盛集团,10.72,12.96
688486,龙迅股份,67.19,62.63
301058,中粮科工,11.28,34.26
001313,粤海饲料,7.17,703.93
603189,网达软件,22.19,619.98
002960,青鸟消防,12.56,34.64
002479,富春环保,5.38,12.48
603135,中重科技,10.78,172.9
300440,运达科技,13.14,177.13
002489,浙江永强,3.59,7.59
000037,深南电A,8.99,-124.63
301372,科净源,26.85,71.75
300529,健帆生物,21.5,22.03
601566,九牧王,8.99,14.82
300932,三友联众,11.38,42.47
002444,巨星科技,29.85,14.01
688159,有方科技,60.3,44.07
600338,西藏珠峰,13.17,20.01
301175,中科环保,5.37,20.14
688388,嘉元科技,39.37,228.3
603739,蔚蓝生物,13.8,65.35
688089,嘉必优,24.12,18.8
002378,章源钨业,12.05,62.89
688083,中望软件,78.25,-126.61
600231,凌钢股份,2.41,-5.94
603976,正川股份,19.85,106.52
603200,上海洗霸,83.4,68.13
600817,宇通重工,11.43,25.68
301299,卓创资讯,54.8,47.08
688387,信科移动-U,6.63,-183.57
601880,辽港股份,1.8,22.2
301353,普莱得,27.64,29.72
301156,美农生物,18.01,53.89
002578,闽发铝业,3.6,575.52
603041,美思德,12.63,35.62
688512,慧智微-U,11.4,-40.76
688580,伟思医疗,48.17,33.27
600728,佳都科技,6.61,52.1
688505,复旦张江,9.1,825.25
920914,远航精密,30.2,48.78
300288,朗玛信息,13.91,162.82
002042,华孚时尚,4.85,164.32
601288,农业银行,7.88,9.88
688252,天德钰,25.95,34.83
300886,华业香料,29.11,51.85
300701,森霸传感,12.68,60.21
000810,创维数字,13.34,142.09
300011,鼎汉技术,7.86,227.07
920056,能之光,26.59,36.78
002218,拓日新能,3.63,-42.6
603319,美湖股份,37.47,62.84
002263,大东南,3.63,429.37
688010,福光股份,27.84,-77.68
300303,聚飞光电,6.64,37.85
920819,颖泰生物,4.24,169.95
603565,中谷物流,10.98,10.76
920429,康比特,17.08,70.02
688338,赛科希德,26.74,29.57
603757,大元泵业,42.12,38.96
603188,亚邦股份,4.25,649.89
688391,钜泉科技,31.14,47.84
600088,中视传媒,16.42,163.41
603036,如通股份,23.13,41.3
600552,凯盛科技,11.59,106.28
600906,财达证券,7.29,31.58
300707,威唐工业,15.83,64.55
000900,现代投资,4.27,10.85
000887,中鼎股份,21.93,17.66
603219,富佳股份,17.02,63.35
600115,中国东航,4.86,-37.85
002587,奥拓电子,6.09,238.38
601065,江盐集团,8.54,18.59
688259,创耀科技,41.48,72.62
600835,上海机电,25.05,26.11
920262,太湖雪,26.92,49.0
300654,世纪天鸿,9.79,650.38
300563,神宇股份,37.97,101.85
300354,东华测试,46.41,47.55
600540,新赛股份,4.91,219.0
301630,同宇新材,183.3,55.34
000676,智度股份,9.16,70.26
920075,柏星龙,30.01,46.4
920509,同惠电子,38.48,105.23
600793,宜宾纸业,24.49,98.17
688655,迅捷兴,19.58,-472.1
600855,航天长峰,14.11,-59.46
002868,*ST绿康,28.83,-38.25
000881,中广核技,7.98,-37.79
300418,昆仑万维,41.6,-30.52
003040,楚天龙,20.84,-120.82
605055,迎丰股份,10.43,-113.65
600326,西藏天路,12.3,-73.42
603538,美诺华,22.14,49.79
603020,爱普股份,10.48,24.16
002905,金逸影视,10.46,60.79
300664,鹏鹞环保,5.53,11.28
300322,硕贝德,22.82,156.54
002322,理工能科,12.95,22.34
000695,滨海能源,11.12,-33.29
920068,天工股份,18.44,94.47
920906,舜宇精工,29.01,29.82
300021,大禹节水,4.92,199.7
300246,宝莱特,8.64,870.25
605086,龙高股份,24.7,39.86
002969,嘉美包装,3.71,89.78
000990,诚志股份,7.42,235.73
688003,天准科技,52.04,-355.93
688018,乐鑫科技,179.57,57.44
000607,华媒控股,4.35,-41.61
002826,易明医药,19.18,48.69
688698,伟创电气,77.0,58.41
002262,恩华药业,26.07,18.9
002577,雷柏科技,19.16,176.41
603978,深圳新星,21.67,-102.28
000425,徐工机械,11.18,15.07
301098,金埔园林,9.32,200.11
000638,*ST万方,4.96,-153.71
603600,永艺股份,11.18,13.94
688105,诺唯赞,22.32,1418.41
600969,郴电国际,7.49,53.47
920720,吉冈精密,15.6,64.31
000670,盈方微,8.1,-105.27
601868,中国能建,2.5,18.6
601118,海南橡胶,5.6,-68.06
300907,康平科技,33.04,35.79
300404,博济医药,9.99,123.74
600628,新世界,7.46,53.07
000090,天健集团,3.74,84.35
000901,航天科技,16.8,75.36
002506,协鑫集成,2.49,-22.28
605099,共创草坪,31.11,18.17
603100,川仪股份,23.07,18.24
002153,石基信息,9.96,405.21
920239,长虹能源,34.2,28.01
603508,思维列控,31.73,19.93
688322,奥比中光-UW,83.55,278.38
600421,*ST华嵘,7.46,-205.65
300494,盛天网络,13.12,61.52
000032,深桑达Ａ,20.62,-120.35
000027,深圳能源,6.89,9.61
002205,国统股份,13.78,-50.66
688160,步科股份,84.87,147.62
920578,巨能股份,27.01,283.57
920111,聚星科技,27.52,39.5
300323,华灿光电,8.15,-57.31
002561,徐家汇,8.8,392.17
002745,木林森,8.76,42.32
002224,三 力 士,4.39,104.25
601857,中国石油,8.76,9.54
300869,康泰医学,16.32,193.58
002585,双星新材,5.65,-21.57
000803,山高环能,6.9,39.66
603915,国茂股份,15.78,48.49
002259,升达林业,4.43,118.47
301501,恒鑫生活,49.24,29.05
300793,佳禾智能,16.37,123.98
688004,博汇科技,26.46,-62.69
603161,科华控股,13.25,23.17
002543,万和电气,12.01,11.79
301429,森泰股份,19.53,37.02
002811,郑中设计,13.88,22.71
600738,丽尚国潮,5.06,24.16
300510,金冠股份,4.42,-42.77
688393,安必平,25.9,-96.95
300976,达瑞电子,68.99,29.81
002098,浔兴股份,8.86,12.71
300192,科德教育,17.69,54.64
601598,中国外运,6.3,11.77
600523,贵航股份,14.65,33.85
300149,睿智医药,11.43,112.12
605066,天正电气,7.63,23.51
920885,星辰科技,19.63,77.02
002148,北纬科技,9.52,-849.96
605298,必得科技,39.48,164.99
000546,金圆股份,5.09,-39.9
603035,常熟汽饰,17.18,14.55
002225,濮耐股份,5.7,47.95
301600,慧翰股份,121.11,67.46
601390,中国中铁,5.71,5.97
002343,慈文传媒,8.25,-84.88
